,Locality,Total Count,Total Expenditures,month,year
11474,081 - Greensville,36,16785,9,2021
534,081 - Greensville,46,21872.2,4,2022
1657,081 - Greensville,57,25434.4,8,2022
2651,081 - Greensville,72,49342,12,2022
3520,081 - Greensville,37,16578,2,2022
4516,081 - Greensville,35,17354.4,1,2022
5634,081 - Greensville,56,25124.4,7,2022
6504,081 - Greensville,50,23313.2,6,2022
7501,081 - Greensville,41,17036.4,3,2022
8491,081 - Greensville,48,20381.6,5,2022
9610,081 - Greensville,63,42389,11,2022
10603,081 - Greensville,65,28157.4,10,2022
11599,081 - Greensville,57,29282.8,9,2022
659,081 - Greensville,79,53212,4,2023
1782,081 - Greensville,63,47473,8,2023
2775,081 - Greensville,82,61460,12,2023
3645,081 - Greensville,84,55288.6,2,2023
4641,081 - Greensville,78,53041,1,2023
5759,081 - Greensville,72,52996,7,2023
6629,081 - Greensville,76,51224,6,2023
7626,081 - Greensville,84,52696,3,2023
8616,081 - Greensville,76,42978,5,2023
9734,081 - Greensville,74,56510,11,2023
10728,081 - Greensville,76,58684,10,2023
11723,081 - Greensville,67,53134,9,2023
784,081 - Greensville,90,64735,4,2024
1908,081 - Greensville,102,91361,8,2024
2902,081 - Greensville,98,75245,12,2024
3770,081 - Greensville,92,77965,2,2024
4764,081 - Greensville,89,68792,1,2024
5886,081 - Greensville,102,83465,7,2024
6754,081 - Greensville,101,80933,6,2024
7750,081 - Greensville,86,63126,3,2024
8741,081 - Greensville,93,73745,5,2024
9861,081 - Greensville,94,72453,11,2024
10853,081 - Greensville,89,64218,10,2024
11849,081 - Greensville,97,74408,9,2024
910,081 - Greensville,103,73503,4,2025
3897,081 - Greensville,99,82939,2,2025
4891,081 - Greensville,100,78201,1,2025
6881,081 - Greensville,103,81000,6,2025
7876,081 - Greensville,101,69884,3,2025
8867,081 - Greensville,104,80979,5,2025
1036,083 - Halifax,42,13515,8,2017
2035,083 - Halifax,45,13239,12,2017
5017,083 - Halifax,38,14398,7,2017
8994,083 - Halifax,51,15173,11,2017
9987,083 - Halifax,55,14663,10,2017
10979,083 - Halifax,51,18175,9,2017
41,083 - Halifax,36,11654,4,2018
1161,083 - Halifax,41,19760,8,2018
2159,083 - Halifax,34,12225,12,2018
3029,083 - Halifax,40,11941,2,2018
4024,083 - Halifax,41,11518,1,2018
5142,083 - Halifax,43,21864,7,2018
6012,083 - Halifax,39,12807,6,2018
7008,083 - Halifax,38,11235,3,2018
8004,083 - Halifax,36,11350,5,2018
9117,083 - Halifax,35,13458,11,2018
10111,083 - Halifax,42,14630,10,2018
11104,083 - Halifax,43,16167,9,2018
165,083 - Halifax,38,15169,4,2019
1286,083 - Halifax,48,22171,8,2019
2283,083 - Halifax,50,20272,12,2019
3153,083 - Halifax,36,14454,2,2019
4148,083 - Halifax,39,12196,1,2019
5267,083 - Halifax,44,21257,7,2019
6136,083 - Halifax,45,17551,6,2019
7132,083 - Halifax,38,12801,3,2019
8128,083 - Halifax,42,15450,5,2019
9241,083 - Halifax,50,21718,11,2019
10235,083 - Halifax,50,20810,10,2019
11229,083 - Halifax,52,20609,9,2019
290,083 - Halifax,49,19864,4,2020
1409,083 - Halifax,55,24062,8,2020
2404,083 - Halifax,31,13197,12,2020
3277,083 - Halifax,53,22497,2,2020
4272,083 - Halifax,49,20400,1,2020
5390,083 - Halifax,55,30034,7,2020
6260,083 - Halifax,49,23332,6,2020
7257,083 - Halifax,50,18376,3,2020
8252,083 - Halifax,49,23962,5,2020
9362,083 - Halifax,30,12469,11,2020
10356,083 - Halifax,36,14264,10,2020
11351,083 - Halifax,38,12409,9,2020
412,083 - Halifax,35,17363,4,2021
1533,083 - Halifax,59,29311,8,2021
2527,083 - Halifax,82,35903,12,2021
3399,083 - Halifax,35,14596,2,2021
4394,083 - Halifax,27,13229,1,2021
5511,083 - Halifax,51,30020,7,2021
6382,083 - Halifax,47,21462,6,2021
7379,083 - Halifax,32,12125,3,2021
8369,083 - Halifax,42,21988,5,2021
9486,083 - Halifax,80,35272,11,2021
10479,083 - Halifax,77,32832,10,2021
11475,083 - Halifax,76,34938,9,2021
535,083 - Halifax,93,39912,4,2022
1658,083 - Halifax,107,52890,8,2022
2652,083 - Halifax,96,67464,12,2022
3521,083 - Halifax,89,35228,2,2022
4517,083 - Halifax,84,39757,1,2022
5635,083 - Halifax,99,54149,7,2022
6505,083 - Halifax,93,39192,6,2022
7502,083 - Halifax,81,31540,3,2022
8492,083 - Halifax,91,36915,5,2022
9611,083 - Halifax,95,59298,11,2022
10604,083 - Halifax,95,38166,10,2022
11600,083 - Halifax,102,48658,9,2022
660,083 - Halifax,102,75140.79,4,2023
1783,083 - Halifax,115,85922.33,8,2023
2776,083 - Halifax,96,66999.07,12,2023
3646,083 - Halifax,101,65647.98,2,2023
4642,083 - Halifax,98,67918.06,1,2023
5760,083 - Halifax,115,99839.06,7,2023
6630,083 - Halifax,98,71688.14,6,2023
7627,083 - Halifax,100,62597.99,3,2023
8617,083 - Halifax,103,61055.6,5,2023
9735,083 - Halifax,97,70826.07,11,2023
10729,083 - Halifax,99,66583.34,10,2023
11724,083 - Halifax,111,85356.79,9,2023
785,083 - Halifax,102,63211.33,4,2024
1909,083 - Halifax,117,91250.79,8,2024
2903,083 - Halifax,109,74200,12,2024
3771,083 - Halifax,108,80458.8,2,2024
4765,083 - Halifax,110,74665.34,1,2024
5887,083 - Halifax,112,88440.6,7,2024
6755,083 - Halifax,99,72083.79,6,2024
7751,083 - Halifax,107,69221.33,3,2024
8742,083 - Halifax,99,68625.06,5,2024
9862,083 - Halifax,107,74832,11,2024
10854,083 - Halifax,90,59340,10,2024
11850,083 - Halifax,114,68252.38,9,2024
911,083 - Halifax,93,61539,4,2025
3898,083 - Halifax,103,73648,2,2025
4892,083 - Halifax,105,75725,1,2025
6882,083 - Halifax,95,64460,6,2025
7877,083 - Halifax,103,59572,3,2025
8868,083 - Halifax,91,61932,5,2025
1037,085 - Hanover,155,84676,8,2017
2036,085 - Hanover,161,71767,12,2017
5018,085 - Hanover,163,97013,7,2017
8995,085 - Hanover,169,75177,11,2017
9988,085 - Hanover,182,73437,10,2017
10980,085 - Hanover,167,107606,9,2017
42,085 - Hanover,162,86773,4,2018
1162,085 - Hanover,142,101814,8,2018
2160,085 - Hanover,162,101979,12,2018
3030,085 - Hanover,155,73119,2,2018
4025,085 - Hanover,160,72484,1,2018
5143,085 - Hanover,150,106527,7,2018
6013,085 - Hanover,142,70352,6,2018
7009,085 - Hanover,153,69481,3,2018
8005,085 - Hanover,150,64992,5,2018
9118,085 - Hanover,162,106257,11,2018
10112,085 - Hanover,168,101208,10,2018
11105,085 - Hanover,146,92568,9,2018
166,085 - Hanover,182,119539,4,2019
1287,085 - Hanover,200,143941.2,8,2019
2284,085 - Hanover,221,113284.2,12,2019
3154,085 - Hanover,176,116179,2,2019
4149,085 - Hanover,167,96910,1,2019
5268,085 - Hanover,175,106328.8,7,2019
6137,085 - Hanover,187,127793,6,2019
7133,085 - Hanover,183,99951,3,2019
8129,085 - Hanover,185,116773,5,2019
9242,085 - Hanover,214,136073,11,2019
10236,085 - Hanover,204,96640.2,10,2019
11230,085 - Hanover,204,140285.2,9,2019
291,085 - Hanover,216,122583,4,2020
1410,085 - Hanover,183,132317.8,8,2020
2405,085 - Hanover,150,101136.2,12,2020
3278,085 - Hanover,224,132325.2,2,2020
4273,085 - Hanover,212,116036.6,1,2020
5391,085 - Hanover,182,157314.2,7,2020
6261,085 - Hanover,196,138923.4,6,2020
7258,085 - Hanover,219,113255.6,3,2020
8253,085 - Hanover,192,139663.6,5,2020
9363,085 - Hanover,142,82266,11,2020
10357,085 - Hanover,151,87249.2,10,2020
11352,085 - Hanover,166,113992.6,9,2020
413,085 - Hanover,143,94167.6,4,2021
1534,085 - Hanover,167,131147.6,8,2021
2528,085 - Hanover,216,168813,12,2021
3400,085 - Hanover,140,83046,2,2021
4395,085 - Hanover,136,93144.6,1,2021
5512,085 - Hanover,165,130049.4,7,2021
6383,085 - Hanover,143,90597.8,6,2021
7380,085 - Hanover,146,75390.8,3,2021
8370,085 - Hanover,145,96970.4,5,2021
9487,085 - Hanover,205,154180.8,11,2021
10480,085 - Hanover,213,151316,10,2021
11476,085 - Hanover,193,147956.2,9,2021
536,085 - Hanover,243,191158,4,2022
1659,085 - Hanover,264,218449.4,8,2022
2653,085 - Hanover,297,243090,12,2022
3522,085 - Hanover,223,165477.4,2,2022
4518,085 - Hanover,224,182052,1,2022
5636,085 - Hanover,276,211153,7,2022
6506,085 - Hanover,266,197512,6,2022
7503,085 - Hanover,241,171912.6,3,2022
8493,085 - Hanover,263,190314.6,5,2022
9612,085 - Hanover,299,230296,11,2022
10605,085 - Hanover,290,214410.6,10,2022
11601,085 - Hanover,285,233269.2,9,2022
661,085 - Hanover,321,246649,4,2023
1784,085 - Hanover,326,269983,8,2023
2777,085 - Hanover,329,261454,12,2023
3647,085 - Hanover,312,241222,2,2023
4643,085 - Hanover,303,263442,1,2023
5761,085 - Hanover,328,279958,7,2023
6631,085 - Hanover,316,249205,6,2023
7628,085 - Hanover,307,207845,3,2023
8618,085 - Hanover,317,218661,5,2023
9736,085 - Hanover,322,256140,11,2023
10730,085 - Hanover,323,250365,10,2023
11725,085 - Hanover,341,282782,9,2023
786,085 - Hanover,337,238647,4,2024
1910,085 - Hanover,344,320531,8,2024
2904,085 - Hanover,326,254918,12,2024
3772,085 - Hanover,339,283070,2,2024
4766,085 - Hanover,339,252570,1,2024
5888,085 - Hanover,347,277455,7,2024
6756,085 - Hanover,352,299720,6,2024
7752,085 - Hanover,354,261123,3,2024
8743,085 - Hanover,339,267434,5,2024
9863,085 - Hanover,328,270033,11,2024
10855,085 - Hanover,329,258442,10,2024
11851,085 - Hanover,362,295519,9,2024
912,085 - Hanover,340,258472,4,2025
3899,085 - Hanover,339,287110,2,2025
4893,085 - Hanover,340,272257,1,2025
6883,085 - Hanover,337,275600,6,2025
7878,085 - Hanover,335,240448,3,2025
8869,085 - Hanover,341,280005,5,2025
1038,087 - Henrico,963,509665,8,2017
2037,087 - Henrico,1006,492942.5,12,2017
5019,087 - Henrico,971,508621,7,2017
8996,087 - Henrico,1002,472103,11,2017
9989,087 - Henrico,1041,437856,10,2017
10981,087 - Henrico,988,512041,9,2017
43,087 - Henrico,1046,496847,4,2018
1163,087 - Henrico,1022,705390,8,2018
2161,087 - Henrico,988,664126,12,2018
3031,087 - Henrico,1102,590455,2,2018
4026,087 - Henrico,1042,443595,1,2018
5144,087 - Henrico,1068,683315,7,2018
6014,087 - Henrico,1096,511591,6,2018
7010,087 - Henrico,1084,489850,3,2018
8006,087 - Henrico,1107,533271,5,2018
9119,087 - Henrico,984,662477,11,2018
10113,087 - Henrico,994,574653,10,2018
11106,087 - Henrico,987,721726,9,2018
167,087 - Henrico,1124,710844,4,2019
1288,087 - Henrico,1216,854578.2,8,2019
2285,087 - Henrico,1295,743219.8,12,2019
3155,087 - Henrico,1048,748672,2,2019
4150,087 - Henrico,1016,619897,1,2019
5269,087 - Henrico,1218,755968.2,7,2019
6138,087 - Henrico,1205,847191,6,2019
7134,087 - Henrico,1095,691070,3,2019
8130,087 - Henrico,1181,807694,5,2019
9243,087 - Henrico,1271,820791.8,11,2019
10237,087 - Henrico,1268,718471,10,2019
11231,087 - Henrico,1192,770151,9,2019
292,087 - Henrico,1265,687769.8,4,2020
1411,087 - Henrico,1120,807191.6,8,2020
2406,087 - Henrico,960,609198,12,2020
3279,087 - Henrico,1321,867458.6,2,2020
4274,087 - Henrico,1287,775553.3,1,2020
5392,087 - Henrico,1093,895843.6,7,2020
6262,087 - Henrico,1077,724921.8,6,2020
7259,087 - Henrico,1300,727714.7,3,2020
8254,087 - Henrico,1025,651391,5,2020
9364,087 - Henrico,1006,636813.6,11,2020
10358,087 - Henrico,1087,637531,10,2020
11353,087 - Henrico,1034,661799.8,9,2020
414,087 - Henrico,948,670623.6,4,2021
1535,087 - Henrico,1269,986211.4,8,2021
2529,087 - Henrico,1657,1207687.8,12,2021
3401,087 - Henrico,896,526868.8,2,2021
4396,087 - Henrico,923,624468.2,1,2021
5513,087 - Henrico,1196,971555.6,7,2021
6384,087 - Henrico,1062,726821.57,6,2021
7381,087 - Henrico,915,489756,3,2021
8371,087 - Henrico,986,710119.63,5,2021
9488,087 - Henrico,1563,1044434.8,11,2021
10481,087 - Henrico,1475,1033491,10,2021
11477,087 - Henrico,1336,1014922.2,9,2021
537,087 - Henrico,1960,1473611,4,2022
1660,087 - Henrico,2040,1558374.17,8,2022
2654,087 - Henrico,2240,1860205.06,12,2022
3523,087 - Henrico,1740,1210277.6,2,2022
4519,087 - Henrico,1715,1325836.4,1,2022
5637,087 - Henrico,2087,1596534.64,7,2022
6507,087 - Henrico,2046,1504131.04,6,2022
7504,087 - Henrico,1841,1253868.4,3,2022
8494,087 - Henrico,2009,1421290.8,5,2022
9613,087 - Henrico,2207,1738020.43,11,2022
10606,087 - Henrico,2051,1486978.24,10,2022
11602,087 - Henrico,2089,1662912.16,9,2022
662,087 - Henrico,2387,1985644.55,4,2023
1785,087 - Henrico,2379,2025216.12,8,2023
2778,087 - Henrico,2621,2171814.71,12,2023
3648,087 - Henrico,2306,1872241.08,2,2023
4644,087 - Henrico,2236,1901880.08,1,2023
5762,087 - Henrico,2436,2195863.25,7,2023
6632,087 - Henrico,2383,2004707.22,6,2023
7629,087 - Henrico,2332,1693305.54,3,2023
8619,087 - Henrico,2381,1760531.11,5,2023
9737,087 - Henrico,2545,2103728.97,11,2023
10731,087 - Henrico,2512,1948295.01,10,2023
11726,087 - Henrico,2496,2086810.14,9,2023
787,087 - Henrico,2816,2193585.41,4,2024
1911,087 - Henrico,2902,2701820.74,8,2024
2905,087 - Henrico,2838,2203136,12,2024
3773,087 - Henrico,2767,2384132.05,2,2024
4767,087 - Henrico,2665,2075454.93,1,2024
5889,087 - Henrico,2865,2496399.18,7,2024
6757,087 - Henrico,2901,2524108.41,6,2024
7753,087 - Henrico,2791,2143774.42,3,2024
8744,087 - Henrico,2928,2459153.2,5,2024
9864,087 - Henrico,2830,2400261,11,2024
10856,087 - Henrico,2840,2186225.32,10,2024
11852,087 - Henrico,2982,2412429.02,9,2024
913,087 - Henrico,2888,2234533,4,2025
3900,087 - Henrico,2823,2380772,2,2025
4894,087 - Henrico,2802,2300089,1,2025
6884,087 - Henrico,2931,2345929,6,2025
7879,087 - Henrico,2854,2079751,3,2025
8870,087 - Henrico,2911,2366468,5,2025
1039,089 - Henry,77,14627,8,2017
2038,089 - Henry,101,18737,12,2017
5020,089 - Henry,89,18443,7,2017
8997,089 - Henry,88,18507,11,2017
9990,089 - Henry,88,17142,10,2017
10982,089 - Henry,97,22343,9,2017
44,089 - Henry,89,16720,4,2018
1164,089 - Henry,103,27174,8,2018
2162,089 - Henry,63,14322,12,2018
3032,089 - Henry,85,17830,2,2018
4027,089 - Henry,85,15658,1,2018
5145,089 - Henry,90,21571,7,2018
6015,089 - Henry,88,16016,6,2018
7011,089 - Henry,90,15419,3,2018
8007,089 - Henry,81,14406,5,2018
9120,089 - Henry,86,22260,11,2018
10114,089 - Henry,78,13959,10,2018
11107,089 - Henry,93,20837,9,2018
168,089 - Henry,88,28514,4,2019
1289,089 - Henry,92,23129.8,8,2019
2286,089 - Henry,84,16301.6,12,2019
3156,089 - Henry,69,15975,2,2019
4151,089 - Henry,84,21078,1,2019
5270,089 - Henry,88,21391.6,7,2019
6139,089 - Henry,93,23257,6,2019
7135,089 - Henry,77,14549,3,2019
8131,089 - Henry,84,16617,5,2019
9244,089 - Henry,87,20342.4,11,2019
10238,089 - Henry,89,21626,10,2019
11232,089 - Henry,99,18920.8,9,2019
293,089 - Henry,88,14848,4,2020
1412,089 - Henry,78,26262,8,2020
2407,089 - Henry,55,11365,12,2020
3280,089 - Henry,85,19044.8,2,2020
4275,089 - Henry,81,14631.2,1,2020
5393,089 - Henry,75,21880.4,7,2020
6263,089 - Henry,80,31074,6,2020
7260,089 - Henry,84,16016.2,3,2020
8255,089 - Henry,47,11486.2,5,2020
9365,089 - Henry,60,13608,11,2020
10359,089 - Henry,76,17153,10,2020
11354,089 - Henry,72,16984,9,2020
415,089 - Henry,45,13038,4,2021
1536,089 - Henry,67,25259,8,2021
2530,089 - Henry,118,37094,12,2021
3402,089 - Henry,49,11841,2,2021
4397,089 - Henry,50,12620,1,2021
5514,089 - Henry,51,23061,7,2021
6385,089 - Henry,52,14906,6,2021
7382,089 - Henry,48,10679,3,2021
8372,089 - Henry,41,12740,5,2021
9489,089 - Henry,119,39823.4,11,2021
10482,089 - Henry,115,39887.6,10,2021
11478,089 - Henry,100,31725.6,9,2021
538,089 - Henry,144,49576,4,2022
1661,089 - Henry,188,78654.6,8,2022
2655,089 - Henry,198,138763.38,12,2022
3524,089 - Henry,142,44457.6,2,2022
4520,089 - Henry,132,43131,1,2022
5638,089 - Henry,171,59944.2,7,2022
6508,089 - Henry,159,48468.4,6,2022
7505,089 - Henry,133,38495.4,3,2022
8495,089 - Henry,156,48226.4,5,2022
9614,089 - Henry,173,107050.92,11,2022
10607,089 - Henry,179,56759.8,10,2022
11603,089 - Henry,195,61590.2,9,2022
663,089 - Henry,209,155949.34,4,2023
1786,089 - Henry,246,182418.46,8,2023
2779,089 - Henry,258,216495.74,12,2023
3649,089 - Henry,210,143105.3,2,2023
4645,089 - Henry,206,143548.21,1,2023
5763,089 - Henry,244,180508.82,7,2023
6633,089 - Henry,244,168040.46,6,2023
7630,089 - Henry,198,122066.19,3,2023
8620,089 - Henry,197,120852.3,5,2023
9738,089 - Henry,256,200346.72,11,2023
10732,089 - Henry,249,175493.9,10,2023
11727,089 - Henry,256,179966.3,9,2023
788,089 - Henry,276,199631.31,4,2024
1912,089 - Henry,295,254952.71,8,2024
2906,089 - Henry,291,192023,12,2024
3774,089 - Henry,272,219953.31,2,2024
4768,089 - Henry,261,180424.73,1,2024
5890,089 - Henry,312,228867.47,7,2024
6758,089 - Henry,294,224310.88,6,2024
7754,089 - Henry,266,191721.44,3,2024
8745,089 - Henry,298,214426.46,5,2024
9865,089 - Henry,290,214009,11,2024
10857,089 - Henry,293,194704.92,10,2024
11853,089 - Henry,315,218356.96,9,2024
914,089 - Henry,316,210151,4,2025
3901,089 - Henry,286,218158,2,2025
4895,089 - Henry,290,207783,1,2025
6885,089 - Henry,348,234503,6,2025
7880,089 - Henry,305,181942,3,2025
8871,089 - Henry,323,224809,5,2025
294,091 - Highland,REDACTED,1346,4,2020
1413,091 - Highland,REDACTED,2096,8,2020
3281,091 - Highland,REDACTED,2062,2,2020
4276,091 - Highland,REDACTED,540,1,2020
5394,091 - Highland,REDACTED,2160,7,2020
6264,091 - Highland,REDACTED,1410,6,2020
7261,091 - Highland,REDACTED,1016,3,2020
8256,091 - Highland,REDACTED,660,5,2020
9366,091 - Highland,REDACTED,284,11,2020
10360,091 - Highland,REDACTED,2176,10,2020
11355,091 - Highland,REDACTED,2696,9,2020
1537,091 - Highland,REDACTED,3280,8,2021
2531,091 - Highland,REDACTED,2504,12,2021
5515,091 - Highland,REDACTED,554,7,2021
9490,091 - Highland,REDACTED,2102,11,2021
10483,091 - Highland,REDACTED,2864,10,2021
11479,091 - Highland,REDACTED,3080,9,2021
539,091 - Highland,REDACTED,4045,4,2022
1662,091 - Highland,13,8294,8,2022
2656,091 - Highland,17,13508,12,2022
3525,091 - Highland,REDACTED,3714,2,2022
4521,091 - Highland,REDACTED,3426,1,2022
5639,091 - Highland,14,8640,7,2022
6509,091 - Highland,10,5444,6,2022
7506,091 - Highland,REDACTED,3536,3,2022
8496,091 - Highland,REDACTED,3398,5,2022
9615,091 - Highland,16,13960,11,2022
10608,091 - Highland,15,8509,10,2022
11604,091 - Highland,17,9902,9,2022
664,091 - Highland,13,11461,4,2023
1787,091 - Highland,15,9596,8,2023
2780,091 - Highland,16,12898,12,2023
3650,091 - Highland,13,12814,2,2023
4646,091 - Highland,15,13878,1,2023
5764,091 - Highland,15,12408,7,2023
6634,091 - Highland,13,14527,6,2023
7631,091 - Highland,14,10563,3,2023
8621,091 - Highland,12,8531,5,2023
9739,091 - Highland,14,11627,11,2023
10733,091 - Highland,10,7710,10,2023
11728,091 - Highland,15,10389,9,2023
789,091 - Highland,15,11487,4,2024
1913,091 - Highland,16,12417,8,2024
2907,091 - Highland,15,9550,12,2024
3775,091 - Highland,16,11639,2,2024
4769,091 - Highland,16,12471,1,2024
5891,091 - Highland,14,9520,7,2024
6759,091 - Highland,13,10946,6,2024
7755,091 - Highland,14,10161,3,2024
8746,091 - Highland,13,10316,5,2024
9866,091 - Highland,15,10855,11,2024
10858,091 - Highland,15,8937,10,2024
11854,091 - Highland,14,11943,9,2024
915,091 - Highland,15,9744,4,2025
3902,091 - Highland,14,11015,2,2025
4896,091 - Highland,15,10671,1,2025
6886,091 - Highland,14,11152,6,2025
7881,091 - Highland,14,10457,3,2025
8872,091 - Highland,14,9508,5,2025
1040,093 - Isle of Wight,22,9159,8,2017
2039,093 - Isle of Wight,21,8265,12,2017
5021,093 - Isle of Wight,28,8828,7,2017
8998,093 - Isle of Wight,21,9064,11,2017
9991,093 - Isle of Wight,22,7633,10,2017
10983,093 - Isle of Wight,20,8275,9,2017
45,093 - Isle of Wight,19,7511,4,2018
1165,093 - Isle of Wight,16,7809,8,2018
2163,093 - Isle of Wight,11,4917,12,2018
3033,093 - Isle of Wight,20,7425,2,2018
4028,093 - Isle of Wight,24,6966,1,2018
5146,093 - Isle of Wight,15,6608,7,2018
6016,093 - Isle of Wight,17,7253,6,2018
7012,093 - Isle of Wight,19,7079,3,2018
8008,093 - Isle of Wight,18,5782,5,2018
9121,093 - Isle of Wight,11,4520,11,2018
10115,093 - Isle of Wight,12,4683,10,2018
11108,093 - Isle of Wight,14,6759,9,2018
169,093 - Isle of Wight,12,3978,4,2019
1290,093 - Isle of Wight,29,13016,8,2019
2287,093 - Isle of Wight,26,10619.2,12,2019
3157,093 - Isle of Wight,10,5431,2,2019
4152,093 - Isle of Wight,10,3404,1,2019
5271,093 - Isle of Wight,18,7724,7,2019
6140,093 - Isle of Wight,18,8914,6,2019
7136,093 - Isle of Wight,10,4695,3,2019
8132,093 - Isle of Wight,15,7006,5,2019
9245,093 - Isle of Wight,27,12096.4,11,2019
10239,093 - Isle of Wight,23,9004,10,2019
11233,093 - Isle of Wight,28,13642,9,2019
295,093 - Isle of Wight,26,8208,4,2020
1414,093 - Isle of Wight,22,11849.6,8,2020
2408,093 - Isle of Wight,16,5699.6,12,2020
3282,093 - Isle of Wight,28,12876.4,2,2020
4277,093 - Isle of Wight,28,10002.4,1,2020
5395,093 - Isle of Wight,20,10521.2,7,2020
6265,093 - Isle of Wight,25,13119.4,6,2020
7262,093 - Isle of Wight,26,10068.8,3,2020
8257,093 - Isle of Wight,16,9063.4,5,2020
9367,093 - Isle of Wight,15,7442.5,11,2020
10361,093 - Isle of Wight,18,7070.1,10,2020
11356,093 - Isle of Wight,27,10951.6,9,2020
416,093 - Isle of Wight,19,9956.7,4,2021
1538,093 - Isle of Wight,21,13954,8,2021
2532,093 - Isle of Wight,38,23289,12,2021
3403,093 - Isle of Wight,18,7192.7,2,2021
4398,093 - Isle of Wight,16,6716.7,1,2021
5516,093 - Isle of Wight,21,15638,7,2021
6386,093 - Isle of Wight,20,11752.2,6,2021
7383,093 - Isle of Wight,19,8319.4,3,2021
8373,093 - Isle of Wight,22,10500.2,5,2021
9491,093 - Isle of Wight,38,20395,11,2021
10484,093 - Isle of Wight,35,20265,10,2021
11480,093 - Isle of Wight,29,16997,9,2021
540,093 - Isle of Wight,34,21590,4,2022
1663,093 - Isle of Wight,48,28622.37,8,2022
2657,093 - Isle of Wight,52,40085,12,2022
3526,093 - Isle of Wight,35,20523,2,2022
4522,093 - Isle of Wight,34,21644,1,2022
5640,093 - Isle of Wight,47,27101.54,7,2022
