"","X","STATE_NAME","STATE_ABBREVIATION","COUNTY_NAME","COUNTY_FIPS_CODE","STUDYYEAR","EMR_16","FEMR_16","MEMR_16","EMR_20to64","FEMR_20to64","MEMR_20to64","UNR_16","FUNR_16","MUNR_16","UNR_20to64","FUNR_20to64","MUNR_20to64","FLFPR_20to64","FLFPR_20to64_UNDER6","FLFPR_20to64_6to17","FLFPR_20to64_UNDER6_6to17","MLFPR_20to64","PR_F","PR_P","MHI","MFI","MFI_2022","ME","FME","MME","MHI_2022","ME_2022","FME_2022","MME_2022","TOTALPOP","ONERACE","ONERACE_W","ONERACE_B","ONERACE_I","ONERACE_A","ONERACE_H","ONERACE_OTHER","TWORACES","HISPANIC","HOUSEHOLDS","H_UNDER6_BOTHWORK","H_UNDER6_FWORK","H_UNDER6_MWORK","H_UNDER6_SINGLEM","H_6to17_BOTHWORK","H_6to17_FWORK","H_6to17_MWORK","H_6to17_SINGLEM","EMP_M","MEMP_M","FEMP_M","EMP_SERVICE","MEMP_SERVICE","FEMP_SERVICE","EMP_SALES","MEMP_SALES","FEMP_SALES","EMP_N","MEMP_N","FEMP_N","EMP_P","MEMP_P","FEMP_P","iEMR_16","iFEMR_16","iMEMR_16","iEMR_20to64","iFEMR_20to64","iMEMR_20to64","iUNR_16","iFUNR_16","iMUNR_16","iUNR_20to64","iFUNR_20to64","iMUNR_20to64","iFLFPR_20to64","iFLFPR_20to64_UNDER6","iFLFPR_20to64_6to17","iFLFPR_20to64_UNDER6_6to17","iMLFPR_20to64","iPR_F","iPR_P","iMHI","iMFI","iME","iFME","iMME","iMHI_2022","iMFI_2022","iME_2022","iFME_2022","iMME_2022","iTOTALPOP","iONERACE","iONERACE_W","iONERACE_B","iONERACE_I","iONERACE_A","iONERACE_H","iONERACE_OTHER","iTWORACES","iHISPANIC","iHOUSEHOLDS","iH_UNDER6_BOTHWORK","iH_UNDER6_FWORK","iH_UNDER6_MWORK","iH_UNDER6_SINGLEM","iH_6to17_BOTHWORK","iH_6to17_FWORK","iH_6to17_MWORK","iH_6to17_SINGLEM","iEMP_M","iMEMP_M","iFEMP_M","iEMP_SERVICE","iMEMP_SERVICE","iFEMP_SERVICE","iEMP_SALES","iMEMP_SALES","iFEMP_SALES","iEMP_N","iMEMP_N","iFEMP_N","iEMP_P","iMEMP_P","iFEMP_P","MCBto5","MC6to11","MC12to17","MC18to23","MC24to29","MC30to35","MC36to41","MC42to47","MC48to53","MC54toSA","MCSA","MFCCBto5","MFCC6to11","MFCC12to17","MFCC18to23","MFCC24to29","MFCC30to35","MFCC36to41","MFCC42to47","MFCC48to53","MFCC54toSA","MFCCSA","X_75CBto5","X_75C6to11","X_75C12to17","X_75C18to23","X_75C24to29","X_75C30to35","X_75C36to41","X_75C42to47","X_75C48to53","X_75C54toSA","X_75CSA","X_75FCCBto5","X_75FCC6to11","X_75FCC12to17","X_75FCC18to23","X_75FCC24to29","X_75FCC30to35","X_75FCC36to41","X_75FCC42to47","X_75FCC48to53","X_75FCC54toSA","X_75FCCSA","iMCBto5","iMC6to11","iMC12to17","iMC18to23","iMC24to29","iMC30to35","iMC36to41","iMC42to47","iMC48to53","iMC54toSA","iMCSA","iMFCCBto5","iMFCC6to11","iMFCC12to17","iMFCC18to23","iMFCC24to29","iMFCC30to35","iMFCC36to41","iMFCC42to47","iMFCC48to53","iMFCC54toSA","iMFCCSA","i_75CBto5","i_75C6to11","i_75C12to17","i_75C18to23","i_75C24to29","i_75C30to35","i_75C36to41","i_75C42to47","i_75C48to53","i_75C54toSA","i_75CSA","i_75FCCBto5","i_75FCC6to11","i_75FCC12to17","i_75FCC18to23","i_75FCC24to29","i_75FCC30to35","i_75FCC36to41","i_75FCC42to47","i_75FCC48to53","i_75FCC54toSA","i_75FCCSA","MCINFANT","MCInfant_flag","MCTODDLER","MCToddler_flag","MCPRESCHOOL","MCPreschool_flag","X_75CINFANT","X_75CInfant_flag","X_75CTODDLER","X_75CToddler_flag","X_75CPRESCHOOL","X_75CPreschool_flag","MFCCINFANT","MFCCInfant_flag","MFCCTODDLER","MFCCToddler_flag","MFCCPRESCHOOL","MFCCPreschool_flag","X_75FCCINFANT","X_75FCCInfant_flag","X_75FCCTODDLER","X_75FCCToddler_flag","X_75FCCPRESCHOOL","X_75FCCPreschool_flag","STATE_FIPS","EMR_16_STATE","FEMR_16_STATE","MEMR_16_STATE","EMR_20to64_STATE","FEMR_20to64_STATE","MEMR_20to64_STATE","UNR_16_STATE","FUNR_16_STATE","MUNR_16_STATE","UNR_20to64_STATE","FUNR_20to64_STATE","MUNR_20to64_STATE","FLFPR_20to64_STATE","FLFPR_20to64_UNDER6_STATE","FLFPR_20to64_6to17_STATE","FLFPR_20to64_UNDER6_6to17_STATE","MLFPR_20to64_STATE","PR_F_STATE","PR_P_STATE","MHI_STATE","MFI_STATE","MFI_2022_STATE","ME_STATE","FME_STATE","MME_STATE","MHI_2022_STATE","ME_2022_STATE","FME_2022_STATE","MME_2022_STATE","TOTALPOP_STATE","ONERACE_STATE","ONERACE_W_STATE","ONERACE_B_STATE","ONERACE_I_STATE","ONERACE_A_STATE","ONERACE_H_STATE","ONERACE_OTHER_STATE","TWORACES_STATE","HISPANIC_STATE","HOUSEHOLDS_STATE","H_UNDER6_BOTHWORK_STATE","H_UNDER6_FWORK_STATE","H_UNDER6_MWORK_STATE","H_UNDER6_SINGLEM_STATE","H_6to17_BOTHWORK_STATE","H_6to17_FWORK_STATE","H_6to17_MWORK_STATE","H_6to17_SINGLEM_STATE","EMP_M_STATE","MEMP_M_STATE","FEMP_M_STATE","EMP_SERVICE_STATE","MEMP_SERVICE_STATE","FEMP_SERVICE_STATE","EMP_SALES_STATE","MEMP_SALES_STATE","FEMP_SALES_STATE","EMP_N_STATE","MEMP_N_STATE","FEMP_N_STATE","EMP_P_STATE","MEMP_P_STATE","FEMP_P_STATE","iEMR_16_STATE","iFEMR_16_STATE","iMEMR_16_STATE","iEMR_20to64_STATE","iFEMR_20to64_STATE","iMEMR_20to64_STATE","iUNR_16_STATE","iFUNR_16_STATE","iMUNR_16_STATE","iUNR_20to64_STATE","iFUNR_20to64_STATE","iMUNR_20to64_STATE","iFLFPR_20to64_STATE","iFLFPR_20to64_Under6_STATE","iFLFPR_20to64_6to17_STATE","iFLFPR_20to64_Under6_6to17_STATE","iMLFPR_20to64_STATE","iPR_F_STATE","iPR_P_STATE","iMHI_STATE","iMFI_STATE","iME_STATE","iFME_STATE","iMME_STATE","iMHI_2022_STATE","iMFI_2022_STATE","iME_2022_STATE","iFME_2022_STATE","iMME_2022_STATE","iTOTALPOP_STATE","iONERACE_STATE","iONERACE_W_STATE","iONERACE_B_STATE","iONERACE_I_STATE","iONERACE_A_STATE","iONERACE_H_STATE","iONERACE_OTHER_STATE","iTWORACES_STATE","iHISPANIC_STATE","iHOUSEHOLDS_STATE","iH_UNDER6_BOTHWORK_STATE","iH_UNDER6_FWORK_STATE","iH_UNDER6_MWORK_STATE","iH_UNDER6_SINGLEM_STATE","iH_6to17_BOTHWORK_STATE","iH_6to17_FWORK_STATE","iH_6to17_MWORK_STATE","iH_6to17_SINGLEM_STATE","iEMP_M_STATE","iMEMP_M_STATE","iFEMP_M_STATE","iEMP_SERVICE_STATE","iMEMP_SERVICE_STATE","iFEMP_SERVICE_STATE","iEMP_SALES_STATE","iMEMP_SALES_STATE","iFEMP_SALES_STATE","iEMP_N_STATE","iMEMP_N_STATE","iFEMP_N_STATE","iEMP_P_STATE","iMEMP_P_STATE","iFEMP_P_STATE","POPPCT_URB","Urban"
"526",526,"Virginia","VA","Gloucester County",51073,2008,61.9,56.7,67.4,74.3,69.1,79.6,3.7,3.8,3.7,3.1,2.9,3.2,71.5,47.7,72.8,79.6,84.4,7.3,9.8,58886,63340,85509,30628,24483,39528,79496,41348,33052,53363,38167,98.5,86.4,9.7,0.6,1.1,0,0.8,1.5,2.1,14670,475,840,102,568,2756,827,229,923,32.9,27.4,39,15.4,11.5,19.7,22.7,12.5,34,17.6,32.7,0.8,11.5,16,6.6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,62.9,59,67.1,74.5,71.4,77.6,4.9,4.9,5,4.3,4.3,4.2,74.6,71.3,72.1,83.1,81,7.3,10.2,61233,73192,98809,32591,26607,40012,82665,43998,35919,54016,7769089,97.9,70.8,19.6,0.3,4.8,0.1,2.3,2.1,6.8,2961083,252781,149075,8908,135200,539328,219442,22301,274479,40.4,38.2,42.7,15.8,12.7,19,23.8,15.8,32.4,9.7,17.9,0.8,10.4,15.4,5.1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274288961793805,0
"527",527,"Virginia","VA","Gloucester County",51073,2009,57.3,54.9,59.9,67.8,65.6,70.1,3.1,3.2,2.9,2.6,2.6,2.5,71.2,59.2,71.7,78.3,85,7.8,10,56830,59483,81492,30241,23501,39099,77857,41430,32196,53566,38229,98.9,86.5,10.1,0.7,0.9,0.1,0.7,1.1,2.4,14589,633,690,70,760,2689,978,172,1283,30.6,25.2,36.7,16.1,12.1,20.7,24.5,14.6,35.6,16.8,30.6,1.3,12,17.6,5.7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,142.5,142.5,142.5,139.5,108,108,108,108,108,108,89.5,90,90,90,90,94,94,94,94,94,94,73.5,159.21,159.21,159.21,158.03,114.91,114.91,114.91,114.91,114.91,114.91,94.66,118.5,118.5,118.5,108,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,142.5,2,108,1,108,1,159.21,2,114.91,1,114.91,1,90,1,94,1,94,1,118.5,2,100,1,100,1,51,60.5,57,64.3,72.3,69.4,73.9,7.4,6.9,7.9,6.6,6.2,7,74,71.3,71.2,82.1,80.9,7.5,10.5,59330,71270,97640,31968,26700,38274,81282,43796,36579,52435,7882590,97.6,70.4,19.6,0.3,5,0.1,2.2,2.4,7.2,2971489,242753,161544,9394,143100,534873,230975,25452,284262,41.5,39.6,43.6,15.8,12.9,18.8,23.7,16.1,31.8,9.3,17.2,1,9.6,14.1,4.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274288961793805,0
"528",528,"Virginia","VA","Gloucester County",51073,2010,61,56.5,65.7,74.2,69.3,79.2,4.1,3.9,4.3,3.5,3.2,3.8,71.7,59.3,70.7,77.3,85,7.4,9.3,59331,68461,93107,31708,24110,47705,80690,43123,32790,64879,36610,98.9,87.4,9.2,0.8,0.8,0,0.7,1.1,2.6,14014,571,568,154,715,2796,878,208,1113,32.2,26.3,38.7,15.8,11.3,20.9,23.9,14.3,34.7,16.2,30.2,0.4,12,17.9,5.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,145,145,145,143,125,125,125,125,125,125,104,100,100,100,100,93,93,93,93,93,93,75,162,162,162,162,133,133,133,133,133,133,110,120,120,120,113,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,2,125,1,125,1,162,1,133,1,133,1,100,1,93,1,93,1,120,2,100,1,100,1,51,59.7,56.8,62.9,71.4,69,73.9,7.9,7.3,8.5,7.3,6.6,7.9,74.6,69.3,70.1,80.8,83.6,7.7,11.1,49406,72476,98567,32527,27072,40326,67192,44237,36818,54843,8024617,97.3,69.5,19.6,0.3,5.5,0.1,2.4,2.7,7.9,2992732,236623,141072,10237,158892,550923,216713,26813,302394,42.1,39.8,44.4,16.2,13.3,19.3,23.4,16.3,30.8,8.7,16.4,0.7,9.6,14.2,4.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274288961793805,0
"529",529,"Virginia","VA","Gloucester County",51073,2011,60.3,55.9,64.8,73.3,67.8,78.9,5.2,4.2,6.1,4.5,3.5,5.4,70.2,63.2,70.4,77,87.5,7,8.3,62067,71617,93818,32122,25297,41067,81308,42080,33139,53798,36741,98.5,87.5,8.9,0.8,0.8,0,0.6,1.5,2.7,13892,647,614,114,621,2728,1178,153,1003,32.5,27.1,38.5,15,10.5,20,24.8,14.1,36.7,14.3,26.9,0.2,13.4,21.4,4.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147.5,147.5,147.5,146.5,142,142,142,142,142,142,118.5,110,110,110,110,92,92,92,92,92,92,76.5,193.5,193.5,193.5,193.5,166.5,166.5,166.5,166.5,166.5,166.5,150,121.5,121.5,121.5,118,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147.5,2,142,1,142,1,193.5,1,166.5,1,166.5,1,110,1,92,1,92,1,121.5,2,100,1,100,1,51,59.8,56.2,63.8,71.3,68,74.6,7.6,7.3,7.8,7,6.9,7.1,73.7,69.4,69.7,80.3,83.9,8.2,11.5,61882,74500,97595,32993,27575,40286,81065,43221,36123,52775,8096604,97,69.4,19.5,0.3,5.6,0.1,2.1,3,8,2990650,241012,149253,9233,155026,530803,239222,29802,289812,42.3,39.6,45.2,17,14.5,19.6,22.9,16.4,29.9,8.5,15.6,0.8,9.4,14,4.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274288961793805,0
"530",530,"Virginia","VA","Gloucester County",51073,2012,59.5,55.4,63.7,72.5,34.9,77.6,6.4,5.6,7.1,5.6,4.7,6.5,70.9,62.8,69.8,76.3,86.8,8,9.1,60752,71002,91593,31814,25749,41261,78370,41040,33216,53227,36821,98.2,87.4,9.1,0.5,0.9,0,0.3,1.8,2.6,13874,702,557,73,658,2676,1152,46,1103,32.2,26.7,38.3,17,12.1,22.4,24,14.6,34.4,13.2,24.7,0.5,13.6,21.9,4.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,150,150,150,150,159,159,159,159,159,159,133,120,120,120,120,91,91,91,91,91,91,78,225,225,225,225,200,200,200,200,200,200,190,123,123,123,123,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,159,1,159,1,225,1,200,1,200,1,120,1,91,1,91,1,123,1,100,1,100,1,51,60.2,56.9,63.7,72.2,75,69.4,6.9,6.6,7.3,6.3,6.1,6.5,74.6,69,69,79.5,83.7,8.6,11.7,61741,74485,96086,28629,38017,44776,79646,36931,49042,57761,8185867,96.8,69.2,19.3,0.3,5.7,0.1,2.3,3.2,8.4,3038967,179893,158207,9538,113325,431947,226260,31887,226219,41.9,39.5,44.5,16.9,14.1,20,23.1,16.4,30.2,8.5,15.8,0.8,9.6,14.3,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274288961793805,0
"531",531,"Virginia","VA","Gloucester County",51073,2013,59.2,54.7,63.9,72.6,67.2,78.1,5.8,5.2,6.4,5,4.4,5.5,70.3,62.9,69.3,75.7,86.6,7.4,9.2,60519,72719,92353,31353,24964,39612,76859,39818,31704,50307,36868,98,87.6,9.2,0.4,0.5,0,0.3,2,2.7,13889,658,582,92,671,2390,1404,58,996,31.7,26.1,38.1,17.4,12.7,22.7,25,16.3,34.7,12.6,23.4,0.6,13.3,21.6,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,153.33,153.33,153.33,151.67,159.33,159.33,159.33,159.33,159.33,159.33,133.67,121.67,121.67,121.67,120,94,94,94,94,94,94,82,203.33,203.33,203.33,203.33,186.67,186.67,186.67,186.67,186.67,186.67,171.67,125.33,125.33,125.33,123.67,108.33,108.33,108.33,108.33,108.33,108.33,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,153.33,2,159.33,1,159.33,1,203.33,1,186.67,1,186.67,1,121.67,2,94,1,94,1,125.33,2,108.33,1,108.33,1,51,60.4,56.7,64.3,72.2,68.9,75.6,6.6,6.7,6.6,6.2,6.3,6.1,74.1,68.2,68.6,79.1,83.8,8.4,11.7,62666,75524,95915,33742,27499,40779,79586,42852,34924,51789,8260405,96.7,69.3,19.3,0.2,5.9,0.1,2,3.3,8.6,3055863,231952,152895,8731,157537,547519,222384,28684,299011,42.2,39.6,45.1,17.4,14.7,20.4,22.6,16.5,29.3,8.3,15.4,0.7,9.4,14,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274288961793805,0
"532",532,"Virginia","VA","Gloucester County",51073,2014,57.9,53.7,62.3,71.9,67.1,77,5.9,5.4,6.3,4.7,4.7,4.7,70.4,63.5,68.8,75.2,86,6.3,8.6,60980,73526,91172,32111,24673,41091,75615,39818,30595,50953,36938,97.3,87.5,8.8,0.3,0.5,0,0.2,2.7,2.8,14074,707,625,103,480,2462,1350,62,883,31.6,26.9,36.7,19.2,13,26,23.2,15.2,32,12.1,22.1,1.2,13.9,22.8,4.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,156.67,156.67,156.67,153.33,159.67,159.67,159.67,159.67,159.67,159.67,134.33,123.33,123.33,123.33,120,97,97,97,97,97,97,86,181.67,181.67,181.67,181.67,173.33,173.33,173.33,173.33,173.33,173.33,153.33,127.67,127.67,127.67,124.33,116.67,116.67,116.67,116.67,116.67,116.67,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,156.67,2,159.67,1,159.67,1,181.67,1,173.33,1,173.33,1,123.33,2,97,1,97,1,127.67,2,116.67,1,116.67,1,51,60.6,57,64.4,73,70.1,76,6.1,5.9,6.2,5.6,5.5,5.7,74.8,69,68.3,78.8,83.8,8.3,11.8,64902,78290,97080,35108,28663,41266,80478,43534,35542,51170,8326289,96.7,68.9,19.2,0.3,6.1,0.1,2.1,3.3,2.8,3083820,247162,145148,8833,143402,538796,239476,30681,297568,42.9,40.5,45.5,17,13.8,20.4,22.1,15.8,28.9,8.4,15.5,0.8,9.6,14.5,4.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274288961793805,0
"533",533,"Virginia","VA","Gloucester County",51073,2015,57.8,53.4,62.5,72.3,67.5,77.2,4.7,3.9,5.4,4.1,3.4,4.6,70,61.4,67.8,74.1,85.9,4.8,7.4,61121,75121,93150,32104,25330,42046,75790,39809,31409,52137,37001,96.9,87.7,8.3,0.2,0.5,0,0.2,3.1,3,14280,821,726,44,491,2329,1288,136,834,28.6,24.3,33.4,19.8,13.7,26.6,24.8,16.4,34.2,13.6,24.4,1.4,13.2,21.1,4.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,160,160,160,155,160,160,160,160,160,160,135,125,125,125,120,100,100,100,100,100,100,90,160,160,160,160,160,160,160,160,160,160,135,130,130,130,125,125,125,125,125,125,125,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,160,1,160,1,160,1,160,1,160,1,125,2,100,1,100,1,130,2,125,1,125,1,51,60.7,57.3,64.3,73.1,70.2,75.9,5.5,5.5,5.5,5.1,5.2,5.1,74.8,71.8,67.4,77.7,83.7,7.8,11.2,66262,80403,99700,35296,42342,54392,82165,43767,52504,67446,8382993,96.5,68.2,19.2,0.3,6.3,0.1,2.4,3.5,9,3106895,243703,140916,10382,151169,540684,224678,30048,301996,43,40.2,45.9,16.8,13.7,20.2,22.1,16.1,28.6,8.5,15.8,0.8,9.6,14.2,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274288961793805,0
"534",534,"Virginia","VA","Gloucester County",51073,2016,58.1,53.7,62.7,73.2,68.5,78,4.2,3.9,4.4,3.6,3.5,3.7,71.2,70.6,73.4,69.4,84.2,4.2,7.6,62878,75261,92571,34029,26659,44580,77340,41856,32791,54833,37021,96.8,87.7,8.1,0.2,0.6,0,0.2,3.2,3.1,14511,838,609,117,460,2489,1050,132,971,29.5,24.2,35.5,19.1,13.4,25.4,24,16.4,32.5,14.5,26,1.4,13,19.9,5.1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,163.33,163.33,163.33,155,160,160,160,160,160,160,135,128.33,128.33,128.33,121.67,105,105,105,105,105,105,93.33,168.33,168.33,168.33,163.33,160,160,160,160,160,160,135,136.67,136.67,136.67,130,125,125,125,125,125,125,108.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,163.33,2,160,1,160,1,168.33,2,160,1,160,1,128.33,2,105,1,105,1,136.67,2,125,1,125,1,51,60.9,57.3,64.6,73.8,70.7,77,5,4.9,5.1,4.6,4.6,4.6,74.8,74.4,78,67.2,84.2,7.6,11,68114,83306,102466,36282,30591,41905,83780,44627,37627,51543,8411808,96.3,67.8,19,0.3,6.3,0.1,2.7,3.7,9,3120692,247496,135187,13947,135887,539822,220386,37253,303826,43.5,40.6,46.6,16.4,13.6,19.5,22.1,15.9,28.8,8.5,15.6,0.8,9.5,14.4,4.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274288961793805,0
"535",535,"Virginia","VA","Gloucester County",51073,2017,58,52.9,63.2,73.3,67.8,78.7,3.3,3.3,3.4,2.8,3.2,2.5,70.3,67.7,72.4,68.5,83.8,5.3,8.7,63881,77658,93966,35669,29172,45129,77296,43159,35298,54606,37035,97.1,87.7,8.4,0.2,0.6,0,0.2,2.9,3.3,14746,808,616,118,477,2437,930,123,1041,30.4,24.4,37.5,18,13.8,22.9,22.7,13.8,33,14.7,25.5,2.2,14.2,22.6,4.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,166.67,166.67,166.67,155,160,160,160,160,160,160,135,131.67,131.67,131.67,123.33,110,110,110,110,110,110,96.67,176.67,176.67,176.67,166.67,160,160,160,160,160,160,135,143.33,143.33,143.33,135,125,125,125,125,125,125,116.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,166.67,2,160,1,160,1,176.67,2,160,1,160,1,131.67,2,110,1,110,1,143.33,2,125,1,125,1,51,61.1,57.7,64.7,74.1,71.2,77.1,4.6,4.6,4.6,4.2,4.2,4.2,75,73.5,79.8,66.8,84.1,7.1,10.6,71535,86279,104398,37483,31126,45226,86557,45354,37662,54723,8470020,96.1,67.5,19.2,0.3,6.4,0,2.6,3.9,9.3,3120880,252763,142732,7535,135468,576521,213181,24004,289128,44.1,41.1,47.2,17.1,14.4,19.9,21.3,15.2,27.7,8.2,15.2,0.8,9.4,14.2,4.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274288961793805,0
